EMP_ID,Overall_satisfaction_level,Satisfaction_over_Last_Evaluation,number_project,avg_montly_hours_in_Ofiice,Number_Of_Years_in_Company,Work_accident,promoted_In_Last_5_year?,Department ,salary,left
E16494,0.96,1,5,162,3,0,0,accounting,low,0
E16495,0.7,0.59,4,216,3,0,0,accounting,low,0
E16496,0.92,0.49,3,240,2,0,0,hr,low,0
E16497,0.72,0.56,4,176,2,0,0,hr,medium,0
E16498,0.53,0.75,6,192,6,0,0,hr,medium,0
E16499,0.67,0.85,3,160,4,0,0,hr,medium,0
E16500,0.78,0.8,4,194,2,1,0,technical,medium,0
E16501,0.53,0.75,4,239,2,1,0,technical,medium,0
E16502,0.9,0.48,4,204,3,0,0,technical,medium,0
E16503,0.16,0.9,5,258,3,0,0,technical,medium,0
E16504,0.62,0.38,3,257,3,0,0,technical,medium,0
E16505,0.62,0.98,4,137,3,0,0,technical,medium,0
E16506,0.22,0.52,6,175,4,0,0,technical,medium,0
E16507,0.91,0.82,3,183,3,0,0,technical,medium,0
E16508,0.87,0.74,4,190,4,0,0,technical,medium,0
E16509,0.95,0.69,3,225,2,0,0,technical,high,0
E16510,0.99,0.75,3,215,3,0,0,technical,low,0
E16511,0.99,0.57,3,176,4,1,0,support,medium,0
E16512,0.77,0.99,4,153,3,1,0,support,medium,0
E16513,0.75,0.68,3,150,2,1,0,support,medium,0
E16514,0.83,0.54,4,259,5,0,0,support,medium,0
E16515,0.61,0.39,3,99,2,0,0,support,low,0
E16516,0.91,0.97,3,167,2,0,0,support,low,0
E16517,0.47,0.64,3,192,3,0,0,support,low,0
E16518,0.77,0.61,5,146,3,0,0,support,low,0
E16519,0.55,0.51,3,190,3,0,0,support,low,0
E16520,0.32,0.48,5,246,3,0,0,support,low,0
E16521,0.96,0.67,6,190,3,0,0,support,low,0
E16522,0.72,0.79,5,260,2,0,0,technical,low,0
E16523,0.8,0.9,4,136,3,0,0,technical,low,0
E16524,0.61,0.55,4,231,3,0,0,technical,low,0
E16525,0.97,0.88,3,204,2,0,0,management,low,0
E16526,0.63,0.93,4,201,3,0,0,IT,low,0
E16527,0.92,0.92,3,159,3,0,0,IT,low,0
E16528,0.94,0.74,5,171,3,0,0,IT,low,0
E16529,0.79,0.72,6,240,4,0,0,IT,low,0
E16530,0.75,0.73,2,152,4,0,0,IT,low,0
E16531,0.78,0.99,3,151,3,1,0,product_mng,low,0
E16532,0.96,0.45,6,232,2,1,0,product_mng,low,0
E16533,0.65,0.68,4,128,5,0,0,product_mng,low,0
E16534,0.18,0.94,3,187,6,1,0,product_mng,low,0
E16535,0.94,0.51,3,160,2,0,0,IT,low,0
E16536,0.84,0.79,4,259,3,0,0,RandD,medium,0
E16537,0.67,0.54,2,136,2,0,0,RandD,medium,0
E16538,0.71,0.5,4,253,3,0,0,RandD,medium,0
E16539,0.56,0.64,3,260,3,0,0,RandD,medium,0
E16540,0.29,0.56,5,231,6,0,0,RandD,medium,0
E16541,0.47,0.9,3,101,2,1,0,marketing,medium,0
E16542,0.4,0.69,2,174,3,0,0,sales,medium,0
E16543,0.81,0.82,4,167,2,0,0,accounting,medium,0
E16544,0.96,0.99,3,148,3,0,0,support,medium,0
E16545,0.99,0.75,6,139,5,1,0,technical,medium,0
E16546,0.75,0.77,4,136,3,0,0,management,medium,0
E16547,0.75,0.74,4,153,2,0,0,marketing,medium,0
E16548,1,0.86,4,161,2,0,0,marketing,high,0
E16549,0.52,0.53,2,163,2,0,0,marketing,low,0
E16550,0.98,0.74,3,164,3,0,0,sales,medium,0
E16551,0.6,0.64,2,137,5,0,0,sales,medium,0
E16552,0.38,0.44,3,137,3,0,0,sales,medium,0
E16553,0.51,0.41,6,106,5,0,0,sales,medium,0
E16554,0.91,0.61,2,272,2,0,0,sales,low,0
E16555,0.56,0.62,5,238,3,0,0,sales,low,0
E16556,0.58,0.69,4,223,4,0,0,sales,low,0
E16557,0.51,0.53,3,201,2,0,0,sales,low,0
E16558,0.91,0.55,6,97,4,0,0,sales,low,0
E16559,0.8,0.98,2,232,6,1,0,sales,low,0
E16560,0.55,0.83,4,199,3,0,0,sales,low,0
E16561,0.62,0.53,3,141,3,0,0,sales,low,0
E16562,0.62,0.6,3,171,2,0,0,sales,low,0
E16563,0.87,0.58,4,212,3,0,0,sales,low,0
E16564,0.65,0.5,5,270,2,0,0,sales,low,0
E16565,0.51,0.64,3,267,2,0,0,sales,low,0
E16566,0.98,0.77,3,134,2,1,0,sales,low,0
E16567,0.13,0.43,4,165,5,0,0,sales,low,0
E16568,0.78,0.76,5,168,4,1,0,sales,low,0
E16569,0.6,0.98,3,262,2,0,0,accounting,low,0
E16570,0.68,0.69,3,185,2,0,0,accounting,low,0
E16571,0.55,0.84,3,237,3,0,0,accounting,low,0
E16572,0.99,0.79,4,192,3,0,0,hr,low,0
E16573,0.92,0.68,5,236,2,0,0,hr,low,0
E16574,1,0.65,4,202,4,1,0,hr,low,0
E16575,0.77,0.93,4,171,2,0,0,hr,medium,0
E16576,0.86,0.7,5,160,3,0,0,technical,medium,0
E16577,0.89,0.84,2,252,3,0,0,technical,medium,0
E16578,0.58,0.55,5,206,3,0,0,technical,medium,0
E16579,0.56,0.66,3,212,2,0,0,technical,medium,0
E16580,0.38,0.64,3,111,3,0,0,technical,medium,0
E16581,0.62,0.64,3,240,2,0,0,technical,medium,0
E16582,0.66,0.77,2,171,2,0,0,technical,medium,0
E16583,0.3,0.44,3,129,2,0,0,technical,medium,0
E16584,0.82,0.83,3,271,2,0,0,technical,medium,0
E16585,0.96,0.68,4,162,2,0,0,technical,medium,0
E16586,0.66,0.95,3,191,3,0,0,technical,medium,0
E16587,0.79,0.5,5,176,3,0,0,support,high,0
E16588,0.97,0.77,3,182,2,1,0,support,low,0
E16589,0.59,0.65,3,226,3,0,0,support,medium,0
E16590,0.57,0.48,4,161,3,0,0,support,medium,0
E16591,0.64,0.53,4,163,3,0,0,support,medium,0
E16592,0.14,0.51,5,173,4,0,0,support,medium,0
E16593,0.48,0.55,3,228,2,0,0,support,low,0
E16594,0.78,1,3,139,3,0,0,support,low,0
E16595,0.96,0.62,5,128,5,0,0,support,low,0
E16596,0.82,0.97,3,115,2,1,0,support,low,0
E16597,0.94,0.9,5,191,4,0,0,support,low,0
E16598,0.95,0.66,4,183,3,0,0,technical,low,0
E16599,0.59,0.43,3,173,3,0,0,technical,low,0
E16600,0.69,0.89,4,174,2,0,0,technical,low,0
E16601,0.74,0.72,3,213,3,0,0,management,low,0
E16602,0.67,0.67,4,192,4,0,0,IT,low,0
E16603,0.83,0.52,3,167,2,1,0,IT,low,0
E16604,0.81,0.85,3,263,3,1,0,IT,low,0
E16605,0.54,0.73,2,100,3,0,0,IT,low,0
E16606,0.89,0.83,3,164,3,0,0,IT,low,0
E16607,0.79,0.74,5,172,2,0,0,product_mng,low,0
E16608,0.46,0.58,4,171,3,0,0,product_mng,low,0
E16609,0.99,0.93,4,236,3,0,0,product_mng,low,0
E16610,0.75,0.9,5,186,4,0,0,product_mng,low,0
E16611,0.93,0.82,4,175,3,0,0,IT,low,0
E16612,0.65,0.6,5,227,3,0,0,RandD,low,0
E16613,0.19,0.63,4,142,6,0,0,RandD,low,0
E16614,0.48,0.61,2,121,2,0,0,RandD,medium,0
E16615,0.95,0.64,5,234,3,0,0,RandD,medium,0
E16616,0.92,0.77,4,185,3,0,0,RandD,medium,0
E16617,0.84,0.54,4,160,3,0,0,marketing,medium,0
E16618,0.37,0.63,4,153,3,1,0,sales,medium,0
E16619,0.22,0.74,3,199,6,0,0,accounting,medium,0
E16620,0.64,0.54,3,166,2,0,0,support,medium,0
E16621,0.72,0.88,2,247,3,0,0,technical,medium,0
E16622,0.48,0.69,4,245,3,0,0,management,medium,0
E16623,0.12,0.55,5,242,4,0,0,marketing,medium,0
E16624,0.78,0.98,5,158,2,0,0,marketing,medium,0
E16625,0.71,0.74,3,163,3,1,0,marketing,medium,0
E16626,0.38,0.69,3,99,3,1,0,sales,high,0
E16627,0.57,0.85,4,164,3,0,0,sales,low,0
E16628,0.72,0.51,3,160,3,0,0,sales,medium,0
E16629,0.6,0.57,2,184,3,0,0,sales,medium,0
E16630,0.61,0.55,5,266,2,0,0,sales,medium,0
E16631,0.67,0.64,4,190,2,0,0,sales,medium,0
E16632,0.97,0.97,5,192,2,0,0,sales,low,0
E16633,0.22,0.6,3,205,6,1,0,sales,low,0
E16634,0.15,0.53,4,205,5,1,0,sales,low,0
E16635,0.6,0.6,3,258,3,0,0,sales,low,0
E16636,0.15,0.8,5,151,2,1,0,sales,low,0
E16637,0.5,0.81,3,148,2,0,0,sales,low,0
E16638,0.9,0.67,3,179,2,0,0,sales,low,0
E16639,0.84,0.51,6,141,2,1,0,sales,low,0
E16640,0.74,0.78,5,216,2,0,0,sales,low,0
E16641,0.72,0.51,3,235,2,0,0,sales,low,0
E16642,0.93,0.63,3,160,4,1,0,sales,low,0
E16643,0.54,0.69,3,141,4,0,0,sales,low,0
E16644,0.87,0.65,4,246,2,1,0,sales,low,0
E16645,0.19,0.98,5,226,4,1,0,accounting,low,0
E16646,0.33,0.4,4,212,2,1,0,accounting,low,0
E16647,0.94,0.93,4,220,3,0,0,accounting,low,0
E16648,0.77,0.49,4,266,2,0,0,hr,low,0
E16649,0.48,0.82,3,183,2,0,0,hr,low,0
E16650,0.7,0.74,5,263,3,1,0,hr,low,0
E16651,0.54,0.93,4,161,4,1,0,hr,low,0
E16652,0.61,0.98,4,199,2,0,0,technical,low,0
E16653,0.97,0.4,4,258,4,1,0,technical,medium,0
E16654,0.6,0.85,3,209,2,1,0,technical,medium,0
E16655,0.93,0.84,5,135,3,0,0,technical,medium,0
E16656,0.48,0.69,4,222,2,0,0,technical,medium,0
E16657,0.16,0.76,5,192,3,0,0,technical,medium,0
E16658,0.18,0.75,3,250,3,0,0,technical,medium,0
E16659,0.84,0.75,3,187,3,1,0,technical,medium,0
E16660,0.69,0.63,4,217,3,0,0,technical,medium,0
E16661,0.22,0.88,4,213,3,1,0,technical,medium,0
E16662,0.83,0.52,4,273,3,0,0,technical,medium,0
E16663,0.58,0.5,2,132,3,0,0,support,medium,0
E16664,0.61,0.62,4,140,3,1,0,support,medium,0
E16665,0.67,0.5,4,173,2,1,0,support,high,0
E16666,0.56,0.76,4,189,2,0,0,support,low,0
E16667,0.74,0.74,3,156,3,0,0,support,medium,0
E16668,0.92,0.97,4,238,5,1,0,support,medium,0
E16669,0.81,0.68,5,230,2,0,0,support,medium,0
E16670,0.48,0.49,4,242,2,1,0,support,medium,0
E16671,0.73,0.72,4,197,3,0,0,support,low,0
E16672,0.97,0.66,6,164,5,0,0,support,low,0
E16673,0.15,0.51,6,248,5,0,0,support,low,0
E16674,0.69,0.76,5,255,6,0,0,technical,low,0
E16675,0.61,0.68,5,225,4,0,0,technical,low,0
E16676,0.86,0.58,3,151,2,0,0,technical,low,0
E16677,0.55,0.88,4,252,3,0,0,management,low,0
E16678,0.9,0.74,4,206,4,1,0,IT,low,0
E16679,0.65,0.4,2,141,2,0,0,IT,low,0
E16680,0.81,0.92,5,259,3,0,0,IT,low,0
E16681,0.65,0.86,5,250,3,0,0,IT,low,0
E16682,0.47,0.86,4,169,6,0,0,IT,low,0
E16683,0.93,0.53,3,200,3,1,0,product_mng,low,0
E16684,0.77,0.9,4,104,5,0,0,product_mng,low,0
E16685,0.87,0.82,6,176,3,0,0,product_mng,low,0
E16686,0.87,0.84,5,137,2,0,0,product_mng,low,0
E16687,0.65,0.75,2,151,3,0,0,IT,low,0
E16688,0.21,0.7,6,130,6,1,0,RandD,low,0
E16689,0.75,0.59,4,199,2,0,0,RandD,low,0
E16690,0.72,0.86,4,191,2,0,0,RandD,low,0
E16691,0.88,0.63,3,273,3,1,0,RandD,low,0
E16692,0.66,0.58,3,205,3,0,0,RandD,medium,0
E16693,0.8,0.75,3,181,3,0,0,marketing,medium,0
E16694,0.22,0.55,4,261,3,1,0,sales,medium,0
E16695,0.92,0.69,3,192,3,0,0,accounting,medium,0
E16696,0.54,0.77,4,271,3,0,0,support,medium,0
E16697,0.91,0.56,4,158,3,0,0,technical,medium,0
E16698,0.77,0.83,4,231,2,0,0,management,medium,0
E16699,0.61,0.51,3,156,3,1,0,marketing,medium,0
E16700,0.48,0.9,4,201,4,0,0,marketing,medium,0
E16701,0.25,0.69,3,187,4,0,0,marketing,medium,0
E16702,0.91,0.7,3,132,4,0,0,sales,medium,0
E16703,0.72,0.58,5,147,3,1,0,sales,medium,0
E16704,0.77,0.71,4,223,3,0,0,sales,high,0
E16705,0.41,0.4,2,194,2,0,0,sales,low,0
E16706,0.51,0.49,4,234,2,0,0,sales,medium,0
E16707,0.72,0.79,3,149,3,0,0,sales,medium,0
E16708,0.47,0.57,3,162,3,1,0,sales,medium,0
E16709,0.53,0.67,4,238,2,0,0,sales,medium,0
E16710,0.65,0.52,5,149,3,0,0,sales,low,0
E16711,0.18,0.75,4,170,5,0,0,sales,low,0
E16712,0.61,0.48,3,250,2,0,0,sales,low,0
E16713,0.86,0.72,4,167,2,0,0,sales,low,0
E16714,0.14,0.77,4,166,5,0,0,sales,low,0
E16715,0.63,0.8,3,205,2,0,0,sales,low,0
E16716,0.79,0.57,3,250,3,0,0,sales,low,0
E16717,0.78,0.97,4,142,3,0,0,sales,low,0
E16718,0.14,0.52,4,217,6,0,0,sales,low,0
E16719,0.85,0.54,3,139,3,0,0,sales,low,0
E16720,0.85,0.75,4,139,3,0,0,sales,low,0
E16721,0.91,0.76,5,152,3,0,0,accounting,low,0
E16722,0.76,0.74,3,224,2,0,0,accounting,low,0
E16723,0.62,0.72,5,180,3,0,0,accounting,low,0
E16724,0.53,0.69,4,216,2,0,0,hr,low,0
E16725,0.97,0.63,3,133,3,0,0,hr,low,0
E16726,0.48,0.53,4,271,3,0,0,hr,low,0
E16727,0.5,0.55,4,148,3,1,0,hr,low,0
E16728,0.32,0.42,2,99,4,0,0,technical,low,0
E16729,0.58,0.77,4,196,2,1,0,technical,low,0
E16730,0.81,0.83,3,196,2,0,0,technical,low,0
E16731,0.48,0.84,4,228,3,0,0,technical,medium,0
E16732,0.96,0.88,4,165,2,0,0,technical,medium,0
E16733,0.56,0.9,3,235,2,0,0,technical,medium,0
E16734,0.63,0.96,4,167,2,0,0,technical,medium,0
E16735,0.21,0.5,5,255,5,0,0,technical,medium,0
E16736,0.94,0.78,3,184,3,1,0,technical,medium,0
E16737,0.94,0.89,4,239,3,0,0,technical,medium,0
E16738,0.96,0.54,3,153,2,0,0,technical,medium,0
E16739,0.49,0.5,4,187,5,1,0,support,medium,0
E16740,0.82,0.68,2,285,2,0,0,support,medium,0
E16741,0.6,0.5,3,274,3,0,0,support,medium,0
E16742,0.76,0.5,3,156,3,1,0,support,medium,0
E16743,0.69,0.64,5,265,2,1,0,support,high,0
E16744,1,0.94,4,144,3,0,0,support,low,0
E16745,0.62,0.66,4,143,3,0,0,support,medium,0
E16746,0.4,0.99,4,214,6,1,0,support,medium,0
E16747,0.94,0.91,3,163,3,0,0,support,medium,0
E16748,0.76,0.84,4,236,4,0,0,support,medium,0
E16749,0.58,0.69,3,146,4,0,0,support,low,0
E16750,0.85,0.78,4,106,2,0,0,technical,low,0
E16751,0.45,0.52,2,105,3,0,0,technical,low,0
E16752,0.13,0.67,3,181,4,0,0,technical,low,0
E16753,0.24,0.5,5,174,4,0,0,management,low,0
E16754,0.64,0.69,3,207,2,1,0,IT,low,0
E16755,0.63,0.61,6,118,2,0,0,IT,low,0
E16756,0.61,0.99,4,251,2,0,0,IT,low,0
E16757,0.71,0.99,2,136,3,0,0,IT,low,0
E16758,0.9,0.89,5,249,3,1,0,IT,low,0
E16759,0.17,0.76,4,171,5,0,0,product_mng,low,0
E16760,0.93,0.97,3,256,2,1,0,product_mng,low,0
E16761,0.83,0.89,5,141,3,1,0,product_mng,low,0
E16762,0.58,0.75,4,186,2,0,0,product_mng,low,0
E16763,0.76,0.5,3,258,3,0,0,IT,low,0
E16764,0.5,0.78,3,228,2,0,0,RandD,low,0
E16765,0.22,0.81,5,205,4,0,0,RandD,low,0
E16766,0.9,0.88,4,174,3,0,0,RandD,low,0
E16767,0.7,0.63,3,155,4,1,0,RandD,low,0
E16768,0.73,0.85,5,245,3,0,0,RandD,low,0
E16769,0.84,0.87,3,271,3,0,0,marketing,low,0
E16770,0.55,0.63,5,184,4,0,0,marketing,medium,0
E16771,0.63,0.98,4,175,2,0,0,sales,medium,0
E16772,0.51,0.92,3,224,3,0,0,accounting,medium,0
E16773,0.81,0.76,4,177,3,0,0,support,medium,0
E16774,0.8,0.96,4,268,3,0,0,technical,medium,0
E16775,0.99,0.97,4,208,3,0,0,management,medium,0
E16776,0.9,0.87,5,219,2,0,0,marketing,medium,0
E16777,0.65,0.67,5,128,5,0,0,marketing,medium,0
E16778,0.75,0.75,3,273,3,0,0,marketing,medium,0
E16779,0.62,0.49,4,218,4,0,0,sales,medium,0
E16780,0.61,0.63,5,230,3,0,0,sales,medium,0
E16781,0.24,0.6,4,195,5,0,0,sales,medium,0
E16782,0.71,0.63,3,254,3,1,0,sales,high,0
E16783,0.49,0.8,2,275,2,0,0,sales,low,0
E16784,0.44,0.66,3,162,2,0,0,sales,medium,0
E16785,0.75,0.87,4,193,3,0,0,sales,medium,0
E16786,0.74,0.84,3,239,4,0,0,sales,medium,0
E16787,0.62,0.87,5,149,3,0,0,sales,medium,0
E16788,0.51,0.58,3,155,3,0,0,sales,low,0
E16789,0.61,0.59,5,271,2,0,0,sales,low,0
E16790,0.56,0.49,5,163,3,0,0,sales,low,0
E16791,0.79,0.76,3,160,3,0,0,sales,low,0
E16792,0.68,0.75,6,274,5,0,0,sales,low,0
E16793,0.9,0.84,2,199,3,0,0,sales,low,0
E16794,0.83,0.93,5,241,3,0,0,sales,low,0
E16795,0.94,0.82,3,187,3,0,0,sales,low,0
E16796,0.21,0.65,5,223,3,1,0,sales,low,0
E16797,0.58,0.87,3,268,2,0,0,sales,low,0
E16798,0.52,0.38,6,169,3,0,0,accounting,low,0
E16799,0.18,0.67,5,285,5,0,0,accounting,low,0
E16800,0.94,0.91,5,254,3,0,0,accounting,low,0
E16801,0.69,0.5,3,208,4,0,0,hr,low,0
E16802,0.65,0.83,4,218,3,0,0,hr,low,0
E16803,0.46,0.62,2,187,3,0,0,hr,low,0
E16804,0.72,0.62,4,256,3,0,0,hr,low,0
E16805,0.3,0.37,6,278,3,0,0,technical,low,0
E16806,0.51,0.51,4,204,2,0,0,technical,low,0
E16807,0.43,0.75,3,108,2,0,0,technical,low,0
E16808,0.56,0.94,3,226,2,0,0,technical,low,0
E16809,0.63,0.91,4,246,3,0,0,technical,medium,0
E16810,0.61,0.55,5,260,3,0,0,technical,medium,0
E16811,0.53,0.73,4,248,2,0,0,technical,medium,0
E16812,0.87,0.75,3,132,3,0,0,technical,medium,0
E16813,0.68,0.7,4,185,4,0,0,technical,medium,0
E16814,0.78,0.84,3,269,2,0,0,technical,medium,0
E16815,0.49,0.95,4,156,2,0,0,technical,medium,0
E16816,0.96,0.81,3,212,3,0,0,support,medium,0
E16817,0.83,0.74,3,221,2,0,0,support,medium,0
E16818,0.48,0.67,5,273,3,0,0,support,medium,0
E16819,0.63,0.86,4,271,3,1,0,support,medium,0
E16820,0.87,0.38,4,183,5,0,0,support,medium,0
E16821,0.21,0.9,4,271,6,0,0,support,high,0
E16822,0.79,0.58,5,165,3,0,0,support,low,0
E16823,0.8,0.96,3,257,5,0,0,support,medium,0
E16824,0.78,0.82,4,143,3,0,0,support,medium,0
E16825,0.67,0.65,5,156,2,0,0,support,medium,0
E16826,0.67,0.71,3,190,3,1,0,support,medium,0
E16827,0.26,0.67,2,242,6,0,0,technical,low,0
E16828,0.89,0.83,5,267,4,0,0,technical,low,0
E16829,0.7,0.53,4,152,3,0,0,technical,low,0
E16830,0.51,0.48,5,136,4,0,0,management,low,0
E16831,0.53,0.88,3,157,3,0,0,IT,low,0
E16832,0.76,0.51,4,281,3,0,0,IT,low,0
E16833,0.86,0.93,5,208,2,0,0,IT,low,0
E16834,0.63,0.96,5,152,3,0,0,IT,low,0
E16835,0.58,0.86,5,271,3,0,0,IT,low,0
E16836,0.58,0.83,4,163,3,1,0,product_mng,low,0
E16837,0.9,0.82,4,136,3,0,0,product_mng,low,0
E16838,0.79,0.57,4,233,2,0,0,product_mng,low,0
E16839,0.8,0.74,4,221,4,0,0,product_mng,low,0
E16840,0.53,0.65,2,189,2,1,0,IT,low,0
E16841,0.52,0.84,2,226,3,0,0,RandD,low,0
E16842,0.82,0.59,5,201,3,0,0,RandD,low,0
E16843,0.68,0.9,2,133,4,0,0,RandD,low,0
E16844,0.21,0.61,3,173,2,0,0,RandD,low,0
E16845,0.81,0.5,4,152,3,1,0,RandD,low,0
E16846,0.57,0.9,3,256,4,0,0,RandD,low,0
E16847,0.99,0.72,3,119,2,1,0,marketing,low,0
E16848,0.9,1,4,207,3,0,0,sales,medium,0
E16849,0.76,0.64,3,189,3,0,0,accounting,medium,0
E16850,0.56,0.92,4,172,2,0,0,support,medium,0
E16851,0.5,0.93,6,150,3,1,0,technical,medium,0
E16852,0.48,0.89,5,179,3,0,0,management,medium,0
E16853,0.99,0.97,3,257,2,0,0,marketing,medium,0
E16854,0.76,0.8,5,229,2,0,0,marketing,medium,0
E16855,0.93,0.97,4,227,3,0,0,marketing,medium,0
E16856,0.99,0.78,4,140,3,0,0,sales,medium,0
E16857,0.85,0.78,4,251,3,0,0,sales,medium,0
E16858,0.63,0.95,4,137,3,0,0,sales,medium,0
E16859,0.63,0.78,3,153,3,1,0,sales,medium,0
E16860,0.5,0.65,5,242,3,0,0,sales,high,0
E16861,0.52,0.57,3,150,3,0,0,sales,low,0
E16862,0.63,0.99,3,247,3,0,0,sales,medium,0
E16863,0.78,0.5,4,212,2,0,0,sales,medium,0
E16864,0.98,0.53,3,234,3,0,0,sales,medium,0
E16865,0.14,1,5,174,5,0,0,sales,medium,0
E16866,0.7,0.9,3,225,2,0,0,sales,low,0
E16867,0.88,0.6,4,224,2,0,0,sales,low,0
E16868,0.72,0.62,3,270,4,0,0,sales,low,0
E16869,0.88,0.51,4,139,3,0,0,sales,low,0
E16870,0.71,0.51,3,248,4,0,0,sales,low,0
E16871,0.6,0.85,3,172,2,0,0,sales,low,0
E16872,0.88,0.86,4,224,3,1,0,sales,low,0
E16873,0.55,0.72,5,232,4,0,0,sales,low,0
E16874,0.85,0.55,4,260,2,1,0,sales,low,0
E16875,0.84,0.51,2,117,4,0,0,accounting,low,0
E16876,0.91,0.61,4,243,2,1,0,accounting,low,0
E16877,0.82,0.62,4,202,2,0,0,accounting,low,0
E16878,0.6,0.91,2,168,4,0,0,hr,low,0
E16879,0.89,0.71,5,194,3,0,0,hr,low,0
E16880,0.6,0.97,4,219,4,1,0,hr,low,0
E16881,0.64,0.52,4,207,3,0,0,hr,low,0
E16882,0.93,0.88,4,177,3,0,0,technical,low,0
E16883,0.81,0.99,3,239,2,1,0,technical,low,0
E16884,0.31,0.49,4,165,3,1,0,technical,low,0
E16885,0.68,0.69,4,225,2,0,0,technical,low,0
E16886,0.78,0.59,3,212,2,0,0,technical,low,0
E16887,0.44,0.42,4,159,4,0,0,technical,medium,0
E16888,0.64,0.93,4,233,2,1,0,technical,medium,0
E16889,0.81,0.63,4,108,6,0,0,technical,medium,0
E16890,0.5,0.49,3,214,3,0,0,technical,medium,0
E16891,0.69,0.61,5,229,3,0,0,technical,medium,0
E16892,0.77,0.75,4,223,3,0,0,technical,medium,0
E16893,0.69,0.56,4,178,3,0,0,support,medium,0
E16894,0.87,0.68,4,246,2,0,0,support,medium,0
E16895,0.85,0.91,4,145,3,0,0,support,medium,0
E16896,0.83,0.83,4,224,4,0,0,support,medium,0
E16897,0.68,0.51,3,259,3,0,0,support,medium,0
E16898,0.78,0.65,4,207,2,0,0,support,medium,0
E16899,0.78,0.89,3,253,3,0,0,support,high,0
E16900,0.93,0.68,4,196,2,1,0,support,low,0
E16901,0.54,0.75,3,240,3,0,0,support,medium,0
E16902,0.76,0.56,3,255,3,0,0,support,medium,0
E16903,0.4,0.72,3,139,2,0,0,support,medium,0
E16904,0.73,0.81,3,168,2,0,0,technical,medium,0
E16905,0.86,0.98,5,233,3,0,0,technical,low,0
E16906,0.38,0.68,5,211,6,0,0,technical,low,0
E16907,0.71,0.48,5,114,3,0,0,management,low,0
E16908,0.58,0.97,5,202,2,0,0,IT,low,0
E16909,0.67,0.59,3,177,3,1,0,IT,low,0
E16910,0.55,0.76,4,233,4,0,0,IT,low,0
E16911,0.76,0.98,2,111,2,0,0,IT,low,0
E16912,0.7,0.82,3,178,3,0,0,IT,low,0
E16913,0.66,0.46,4,204,4,0,0,product_mng,low,0
E16914,0.96,0.72,3,272,3,0,0,product_mng,low,0
E16915,0.6,0.77,4,157,4,0,0,product_mng,low,0
E16916,0.54,0.94,5,229,3,1,0,product_mng,low,0
E16917,0.85,0.9,5,202,3,0,0,IT,low,0
E16918,0.96,0.84,3,264,3,0,0,RandD,low,0
E16919,0.86,0.62,3,256,3,1,0,RandD,low,0
E16920,0.53,0.87,3,151,2,0,0,RandD,low,0
E16921,0.91,0.95,3,251,3,0,0,RandD,low,0
E16922,0.33,0.7,5,271,4,0,0,RandD,low,0
E16923,0.75,0.73,4,274,2,0,0,RandD,low,0
E16924,0.97,0.8,3,169,3,0,0,marketing,low,0
E16925,0.68,0.51,4,176,4,1,0,sales,low,0
E16926,0.68,0.7,5,168,2,0,0,accounting,medium,0
E16927,0.57,0.87,4,171,2,0,0,support,medium,0
E16928,0.87,0.9,4,214,3,0,0,technical,medium,0
E16929,0.5,0.91,5,224,2,1,0,management,medium,0
E16930,0.76,0.59,3,191,4,0,0,marketing,medium,0
E16931,0.79,0.61,5,96,4,0,0,marketing,medium,0
E16932,0.17,0.9,6,217,6,1,0,marketing,medium,0
E16933,0.6,0.62,4,135,2,1,0,sales,medium,0
E16934,0.89,0.67,3,226,3,0,0,sales,medium,0
E16935,0.69,0.87,3,202,2,0,0,sales,medium,0
E16936,0.68,0.85,2,180,6,0,0,sales,medium,0
E16937,0.61,0.87,5,174,4,0,0,sales,medium,0
E16938,0.63,0.5,3,140,2,0,0,sales,high,0
E16939,0.5,0.96,4,147,3,0,0,sales,low,0
E16940,0.49,0.74,2,263,3,1,0,sales,medium,0
E16941,0.83,0.55,5,261,5,0,0,sales,medium,0
E16942,0.59,0.71,2,176,2,1,0,sales,medium,0
E16943,0.75,0.93,2,98,5,0,0,sales,medium,0
E16944,0.66,0.48,3,192,3,1,0,sales,low,0
E16945,0.68,0.51,4,157,3,0,0,sales,low,0
E16946,0.73,0.58,5,230,3,0,0,sales,low,0
E16947,0.98,0.53,4,192,2,1,0,sales,low,0
E16948,0.86,0.65,3,161,3,0,0,sales,low,0
E16949,0.5,0.55,3,176,3,0,0,sales,low,0
E16950,0.76,0.76,3,216,3,0,0,sales,low,0
E16951,0.3,0.47,4,176,2,0,0,sales,low,0
E16952,0.3,0.86,3,276,5,1,0,accounting,low,0
E16953,0.64,0.59,3,174,3,1,0,accounting,low,0
E16954,0.59,0.75,3,106,2,0,0,accounting,low,0
E16955,0.85,0.63,4,154,3,0,0,hr,low,0
E16956,0.76,0.93,3,271,5,0,0,hr,low,0
E16957,0.63,0.5,5,246,2,0,0,hr,low,0
E16958,0.65,0.86,4,264,2,1,0,hr,low,0
E16959,0.43,0.68,3,197,2,0,0,technical,low,0
E16960,0.83,0.56,4,165,2,0,0,technical,low,0
E16961,0.49,0.77,4,218,2,0,0,technical,low,0
E16962,0.67,0.73,3,203,2,0,0,technical,low,0
E16963,0.9,0.47,2,107,6,1,0,technical,low,0
E16964,0.83,0.96,3,179,2,0,0,technical,low,0
